OG	UID	NAME
OG0008401	Q7SZL5	Microtubule-associated tumor suppressor 1 homolog 
OG0008402	Q9W734	Mothers against decapentaplegic homolog 6 
OG0008400	Q17004	Serine protease SP24D 
OG0008399	P52555	Endoplasmic reticulum resident protein 29 
OG0008398	Q76L83	Putative Polycomb group protein ASXL2 
OG0008397	P03359	Gag-Pol polyprotein [Cleaved into: Matrix protein p15 
OG0008396	Q55F11	PA-phosphatase related-family protein DDB_G0268928
OG0008395	Q5UNY4	Uncharacterized protein L728
OG0008394	P40757	"Allantoinase, mitochondrial "
OG0008391	Q09990	F-box/WD repeat-containing protein lin-23 
OG0008388	B0W2S0	Clustered mitochondria protein homolog
OG0008392	D8RNZ9	0
OG0008387	Q9USK8	"Cell wall alpha-1,3-glucan synthase ags1 "
OG0008390	Q54LW0	Prestalk A differentiation protein A
OG0008386	P16643	Glycoprotein 24B 
OG0008381	Q55FW5	Calcium up-regulated protein A
OG0008379	A6NJI9	Leucine-rich repeat-containing protein 72
OG0008378	Q9D3X5	PACRG-like protein
OG0008375	Q9WVK0	Type-1 angiotensin II receptor-associated protein 
OG0008377	Q4KLI9	F-box/WD repeat-containing protein 5 
OG0008374	Q5R4V4	SAP domain-containing ribonucleoprotein 
OG0008372	Q3U4G3	Xyloside xylosyltransferase 1 
OG0008368	P05694	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase 
OG0008373	P87108	Mitochondrial import inner membrane translocase subunit TIM10 
OG0008369	O94622	"Uncharacterized alpha-1,2-galactosyltransferase C1289.13c "
OG0008365	O74902	Uncharacterized MFS-type transporter C613.02
OG0008363	P21775	"3-ketoacyl-CoA thiolase A, peroxisomal "
OG0008362	Q7SIG3	Elastase-1 
OG0008360	Q3U0L2	Ankyrin repeat domain-containing protein 33B
OG0008359	Q60PP8	Putative complexin-1
OG0008357	P55041	GTP-binding protein GEM 
OG0008356	Q9DB72	BTB/POZ domain-containing protein 17 
OG0008354	Q9VI93	Zinc finger protein rotund 
OG0008352	A0A6P8HC43	Actinia tenebrosa protease inhibitors 
OG0008353	Q6PFT6	Transmembrane protein 47 
OG0008349	Q86B91	Protein tincar
OG0008351	Q6GM05	Phospholipid phosphatase-related protein type 5 
OG0008350	Q58CZ2	Protein-L-isoaspartate O-methyltransferase domain-containing protein 2
OG0008348	E9PSL7	Citron rho-interacting kinase 
OG0008347	Q9CR70	EKC/KEOPS complex subunit Lage3 
OG0008346	E2AX35	IDLSRF-like peptide
OG0008345	Q6TS35	Microtubule-associated protein tau
OG0008342	B3KU38	IQCJ-SCHIP1 readthrough transcript protein
OG0008343	Q90722	Fibroblast growth factor 8 
OG0008341	Q5VYY1	Ankyrin repeat domain-containing protein 22
OG0008340	Q9VCC3	Small ribosomal subunit protein uS3m 
OG0008337	Q9I7U4	Titin 
OG0008338	O62389	Nuclear hormone receptor family member nhr-61
OG0008339	P82926	Small ribosomal subunit protein mS33 
OG0008335	Q27395	Protein lin-15B 
OG0008336	P10079	Fibropellin-1 
OG0008334	Q99MX7	Transmembrane protein 121B 
OG0008333	P40337	von Hippel-Lindau disease tumor suppressor 
OG0008329	Q6PG04	Coiled-coil domain-containing protein 82
OG0008330	Q95Y52	Probable ligand-gated ion channel 46
OG0008328	Q9XTG1	Neuroligin-1
OG0008331	Q7ZUC2	45 kDa calcium-binding protein 
OG0008327	Q20929	G-protein coupled receptor dmsr-1 
OG0008326	Q9FF61	Putative SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 3-like 1 
OG0008325	Q9XVS3	C-type lectin domain-containing protein 87 
OG0008324	Q18416	Glycosyltransferase family 92 protein C33H5.2 
OG0008323	Q5R4S2	"Beta-1,4-glucuronyltransferase 1 "
OG0008321	Q3E7K8	Polyubiquitin 12 [Cleaved into: Ubiquitin-related 1; Ubiquitin-related 2; Ubiquitin-related 3]
OG0008320	P51049	Melatonin receptor type 1B-B 
OG0008318	Q2L6K8	Protein canopy 4
OG0008314	P42704	"Leucine-rich PPR motif-containing protein, mitochondrial "
OG0008312	Q09318	Uncharacterized protein F36G3.2
OG0008311	P17666	Cytochrome P450 2C14 
OG0008310	Q13641	Trophoblast glycoprotein 
OG0008307	A6QNS9	Distal membrane-arm assembly complex protein 2 
OG0008306	Q12103	Putative lipase YDL109C 
OG0008305	P06279	Alpha-amylase 
OG0008304	P10978	Retrovirus-related Pol polyprotein from transposon TNT 1-94 [Includes: Protease 
OG0008302	O60178	Protein N-terminal amidase 
OG0008301	Q89703	Putative enzymatic polyprotein [Includes: Protease 
OG0008300	P70490	Lactadherin 
OG0008297	Q1DCL2	Glycerol-3-phosphate dehydrogenase [NAD
OG0008296	P28583	Calcium-dependent protein kinase SK5 
OG0008295	Q32LD4	"Dimethyladenosine transferase 2, mitochondrial "
OG0008294	Q8LPN3	"Aminodeoxychorismate synthase, chloroplastic "
OG0008291	Q5F336	Acyl-coenzyme A thioesterase MBLAC2 
OG0008289	Q55GJ3	Nuclear control of ATPase protein 2
OG0008288	Q94A34	Phosphatidylinositol/phosphatidylcholine transfer protein SFH12 
OG0008286	Q6P9K8	Caskin-1 
OG0008285	Q9UT74	"Homoaconitase, mitochondrial "
OG0008283	Q58065	NADH oxidase 
OG0008284	Q9CPT4	Myeloid-derived growth factor 
OG0008280	Q9P3W6	Uncharacterized protein C458.02c
OG0008279	O74972	Small ribosomal subunit protein mS41 
OG0008278	Q4N4N8	Thioredoxin domain-containing protein 
OG0008277	Q9UTI0	Probable dihydroorotase 
OG0008276	A4QFW4	Dihydroxyacetone phosphatase 
OG0008275	O13739	Chorismate mutase 
OG0008274	Q5L9Q0	2-aminoethylphosphonate--pyruvate transaminase 
OG0008273	Q6DHI0	N-acyl-aromatic-L-amino acid amidohydrolase 
OG0008270	A6RW62	Stress response protein nst1
OG0008271	Q9FNM7	DEAD-box ATP-dependent RNA helicase 26 
OG0008268	Q8BYK8	Zinc finger CCCH domain-containing protein 6
OG0008269	Q54CW7	Probable adenosylcobalamin-dependent ribonucleoside-triphosphate reductase 
OG0008267	Q54BM8	UPF0652 protein
OG0008265	O94336	Uncharacterized FCP1 homology domain-containing protein C1271.03c
OG0008264	P18258	Tubulin alpha-1 chain 
OG0008263	Q9P7X2	RNA polymerase II elongation factor ell1
OG0008262	Q5XIU1	Ankyrin repeat and BTB/POZ domain-containing protein 1
OG0008260	B1ZB18	Putative carbamate hydrolase RutD 
OG0008258	Q54728	Uncharacterized oxidoreductase SP_1686 
OG0008259	P47180	Polygalacturonase 
OG0008256	Q9M2F8	Carbon catabolite repressor protein 4 homolog 2 
OG0008255	Q99973	Telomerase protein component 1 
OG0008254	Q9I926	Fucolectin-6
OG0008253	Q7ZZ00	Zinc finger protein 511
OG0008252	P9WKC1	Putative diacyglycerol O-acyltransferase Rv1425 
OG0008248	Q8BX70	Intermembrane lipid transfer protein VPS13C 
OG0008247	P22697	Regulatory protein cys-3
OG0008246	Q7ZVS3	Serine/threonine-protein kinase PLK4 
OG0008245	O14261	Taz1-interacting factor 1 
OG0008241	Q57251	Putative L-lactate permease
OG0008240	Q502M6	Ankyrin repeat domain-containing protein 29
OG0008238	Q92990	Glomulin 
OG0008239	P22108	"Diadenosine 5',5'''-P1,P4-tetraphosphate phosphorylase 2 "
OG0008237	Q80TI0	Protein Aster-B 
OG0008242	Q92887	ATP-binding cassette sub-family C member 2 
OG0008236	O82504	RNA-dependent RNA polymerase 2 
OG0008234	Q01109	Acetyl-hydrolase 
OG0008233	D3YZP9	Coiled-coil domain-containing protein 6
OG0008230	Q54SJ5	Probable myosin light chain kinase DDB_G0282429 
OG0008231	Q0DB53	DEAD-box ATP-dependent RNA helicase 52A 
OG0008229	P40586	Uncharacterized protein YIR042C
OG0008228	E9PYK3	Protein mono-ADP-ribosyltransferase PARP4 
OG0008227	Q9C733	Lysine histidine transporter-like 1
OG0008226	E1C5V0	N-lysine methyltransferase SMYD2 
OG0008224	Q6BQJ1	Golgi apparatus membrane protein TVP38
OG0008223	A3BF39	Cadmium/zinc-transporting ATPase HMA2 
OG0008221	Q9LS43	Protein PLANT CADMIUM RESISTANCE 7 
OG0008220	P06168	"Ketol-acid reductoisomerase, mitochondrial "
OG0008218	O07576	Branched-chain amino acid permease BcaP 
OG0008219	Q9VMG0	Arylalkylamine N-acetyltransferase-like 2 
OG0008217	Q19469	Serine/threonine kinase SAD-1 
OG0008215	Q54RJ4	Probable serine/threonine-protein kinase iksA 
OG0008216	F4K6D3	Phosphatidylinositol/phosphatidylcholine transfer protein SFH14 
OG0008213	Q8ST66	ABC transporter G family member 18 
OG0008210	Q9NP92	Large ribosomal subunit protein mL65 
OG0008207	Q4G3H4	Inhibitor of nuclear factor kappa-B kinase subunit alpha 
OG0008206	Q05481	Zinc finger protein 91 
OG0008209	A7RS11	Histone PARylation factor 1
OG0008208	Q5ZKB8	Cysteine-rich DPF motif domain-containing protein 1
OG0008203	Q9Y4F3	Meiosis regulator and mRNA stability factor 1 
OG0008204	Q9H792	Inactive tyrosine-protein kinase PEAK1 
OG0008205	Q2M2T5	COMM domain-containing protein 1
OG0008202	Q04841	DNA-3-methyladenine glycosylase 
OG0008201	Q3U129	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like protein 1 "
OG0008200	Q8NFJ9	Bardet-Biedl syndrome 1 protein 
OG0008199	P0DPB5	"Protein POLR1D, isoform 2"
OG0008197	Q5ZJ87	S-adenosylmethionine sensor upstream of mTORC1 
OG0008196	P49013	Fibropellin-3 
OG0008195	Q9VY28	Small ribosomal subunit protein mS25 
OG0008193	Q6P2Y2	Dynein assembly factor with WD repeat domains 1 
OG0008192	Q5U220	Transmembrane protein 254
OG0008190	Q9UEE5	Serine/threonine-protein kinase 17A 
OG0008191	Q6W2J9	BCL-6 corepressor 
OG0008189	F4IYM4	Protein DEFECTIVE IN EXINE FORMATION 1
OG0008188	Q6UL01	MORN repeat-containing protein 2 
OG0008185	Q6DFJ9	Cyclin-J
OG0008186	Q96RY5	Protein cramped-like 
OG0008187	Q6S5C2	N-acetylglucosamine-1-phosphotransferase subunit gamma 
OG0008184	A6H639	Dynein regulatory complex subunit 5 
OG0008183	Q8IWE5	Pleckstrin homology domain-containing family M member 2 
OG0008182	Q9H6E4	Coiled-coil domain-containing protein 134
OG0008179	Q8BTN6	Leukocyte receptor cluster member 9
OG0008180	O83041	Probable proline iminopeptidase 
OG0008178	P34121	Coactosin 
OG0008177	E9Q784	Zinc finger CCCH domain-containing protein 13
OG0008174	Q9VNS0	Protein maelstrom
OG0008173	Q5E9D3	MICOS complex subunit MIC19 
OG0008172	Q5W5X9	Tetratricopeptide repeat protein 23 
OG0008175	P0DJG4	Sperm microtubule associated protein 2-like 
OG0008171	Q6NYE4	Alkylglycerol monooxygenase 
OG0008170	Q58455	Uncharacterized protein MJ1055
OG0008169	P10394	Retrovirus-related Pol polyprotein from transposon 412 [Includes: Protease 
OG0008168	Q68FB1	Biorientation of chromosomes in cell division protein 1 
OG0008167	Q54I58	Protein NipSnap homolog
OG0008166	Q9CQM0	Nicolin-1 
OG0008165	Q8VIK1	U11/U12 small nuclear ribonucleoprotein 25 kDa protein 
OG0008164	P26228	Protease inhibitor 
OG0008163	Q9H0A6	RING finger protein 32
OG0008162	O43303	Centriolar coiled-coil protein of 110 kDa 
OG0008160	A4FUW8	Thioredoxin domain-containing protein 11
OG0008161	Q0VCN3	Intraflagellar transport protein 27 homolog 
OG0008158	Q8VEB2	Protein salvador homolog 1 
OG0008157	A8E7G4	DENN domain-containing protein 10 
OG0008156	P51397	Death-associated protein 1 
OG0008159	Q9D5W8	Testis-expressed protein 47
OG0008155	Q7ZYB4	Polyadenylate-binding protein-interacting protein 1 
OG0008154	B0UGN1	tRNA
OG0008153	Q9D4K7	Tektin-like protein 1 
OG0008152	Q2TBS4	Ciliary microtubule-associated protein 3 
OG0008151	Q6DHG0	Histone-lysine N-methyltransferase SETD7 
OG0008149	Q86TL2	Store-operated calcium entry regulator STIMATE 
OG0008148	Q8IVM0	Coiled-coil domain-containing protein 50 
OG0008150	Q8IXR9	Uncharacterized protein C12orf56
OG0008147	O06977	Uncharacterized acetyltransferase YvcN 
OG0008146	P08645	Ras-related protein Rap1 
OG0008143	Q96RW7	Hemicentin-1 
OG0008144	Q96HA9	Peroxisomal membrane protein 11C 
OG0008145	P21677	Transcription factor E2-alpha 
OG0008141	Q7SZK7	Centriole and centriolar satellite protein ofd1 
OG0008142	Q6TNR1	Rhophilin-2 
OG0008140	Q96JK2	DDB1- and CUL4-associated factor 5 
OG0008138	O61366	Serine-enriched protein
OG0008137	Q9D3W1	Radial spoke head 14 homolog 
OG0008136	Q14872	Metal regulatory transcription factor 1 
OG0008135	Q9T050	SPX domain-containing membrane protein At4g11810
OG0008134	Q5PQQ9	Centrosomal protein of 70 kDa 
OG0008133	Q9NS73	MAP3K12-binding inhibitory protein 1 
OG0008131	Q6P4W0	BRISC complex subunit Abraxas 2 
OG0008130	Q5E980	Cytochrome P450 20A1 
OG0008128	Q5EAD8	Leucine-rich repeat-containing protein 51
OG0008127	Q37556	NADH-ubiquinone oxidoreductase chain 1 
OG0008129	Q9BU79	Transmembrane protein 243 
OG0008126	Q0VZ70	Chondramide synthase cmdD [Includes: ATP-dependent phenylalanine adenylase 
OG0008124	Q9D5R4	Spermatogenesis-associated protein 1
OG0008125	Q08BD8	Mitochondrial fission regulator 2
OG0008123	Q1LXV8	TLC domain-containing protein 5 
OG0008122	Q5EAQ1	MIF4G domain-containing protein B
OG0008121	P0DJ98	Putative membrane protein Bcell_0381
OG0008120	Q8TD35	Protein LKAAEAR1 
OG0008119	Q3ZBL4	Leucine zipper transcription factor-like protein 1
OG0008118	Q803M5	Protein saal1
OG0008117	Q6PBN2	"Axin interactor, dorsalization-associated protein "
OG0008115	E1BBG2	MICAL-like protein 1
OG0008114	Q6P026	Barrier-to-autointegration factor
OG0008113	Q7ZV26	SOSS complex subunit C 
OG0008116	Q3Y4E2	Selenoprotein N 
OG0008112	Q703I1	Oxidative stress-responsive serine-rich protein 1 
OG0008111	Q5VTT2	Cilia- and flagella-associated protein 95
OG0008110	Q5PPV3	MORN repeat-containing protein 3
OG0008109	I6V1W0	Protein brambleberry
OG0008106	Q9R0M6	Ras-related protein Rab-9A 
OG0008107	Q5E9G6	F-box only protein 8
OG0008108	Q4KKZ1	Cilia- and flagella-associated protein 107
OG0008104	A7SIM4	Hapless 2 
OG0008103	Q5ZL21	Cyanocobalamin reductase / alkylcobalamin dealkylase 
OG0008102	A0AUP1	Coiled-coil domain-containing protein 112
OG0008101	Q6AY78	Solute carrier family 22 member 18 
OG0008100	A7RLE5	Putative 2'-deoxynucleoside 5'-phosphate N-hydrolase 1 
OG0008099	Q2HZX7	Protein fuzzy homolog 
OG0008098	Q9CXS4	Centromere protein V 
OG0008097	B0S5D5	Palmitoyltransferase ZDHHC12-A 
OG0008094	Q3SY17	Mitochondrial nicotinamide adenine dinucleotide transporter SLC25A52 
OG0008095	Q6JQN1	Acyl-CoA dehydrogenase family member 10 
OG0008096	Q922C1	Uncharacterized protein C19orf44 homolog
OG0008093	Q09652	Glutathione S-transferase kappa 1 
OG0008091	Q8BGX0	E3 ubiquitin-protein ligase TRIM23 
OG0008092	Q8N0U8	Vitamin K epoxide reductase complex subunit 1-like protein 1 
OG0008090	Q96LI9	Uncharacterized protein CXorf58
OG0008088	O77775	Neutrophil cytosol factor 2 
OG0008089	P35285	Ras-related protein Rab-22A 
OG0008087	Q58DU0	Multiple myeloma tumor-associated protein 2 homolog
OG0008085	P97779	Hyaluronan-mediated motility receptor 
OG0008086	Q5RJY2	G2/M phase-specific E3 ubiquitin-protein ligase 
OG0008084	Q08BL7	Glycerate kinase 
OG0008082	O47494	ATP synthase subunit a 
OG0008080	Q9D5J6	Sedoheptulokinase 
OG0008078	A2RUC4	tRNA wybutosine-synthesizing protein 5 
OG0008075	O60181	"3,4-dihydroxy-2-butanone 4-phosphate synthase "
OG0008074	Q9UUB1	"6,7-dimethyl-8-ribityllumazine synthase "
OG0008071	Q5EA70	Transmembrane protein 229B
OG0008068	P78780	Probable aspartate-semialdehyde dehydrogenase 
OG0008067	P0CQ73	ATP-dependent RNA helicase FAL1 
OG0008064	Q568G4	EF-hand calcium-binding domain-containing protein 11
OG0008060	Q9DB52	P2R1A-PPP2R2A-interacting phosphatase regulator 1 
OG0008059	Q9R1R2	Tripartite motif-containing protein 3 
OG0008056	Q4CUM2	Major vault protein
OG0008054	P55146	Tyrosine-protein kinase receptor TYRO3 
OG0008049	Q28FY0	Dynein axonemal assembly factor 11 
OG0008048	Q9DF50	Claspin 
OG0008045	Q6NRC9	Leucine-rich repeat and coiled-coil domain-containing protein 1
OG0008044	Q5SVZ6	Zinc finger MYM-type protein 1
OG0008047	P18503	Short-chain collagen C4
OG0008042	Q94HW2	Retrovirus-related Pol polyprotein from transposon RE1 
OG0008040	Q5SVZ6	Zinc finger MYM-type protein 1
OG0008039	Q5SVZ6	Zinc finger MYM-type protein 1
OG0008036	Q569C2	LRP2-binding protein
OG0008037	Q60754	Macrophage receptor MARCO 
OG0008034	Q10164	Probable Rho-type GTPase-activating protein 2
OG0008033	Q5PRB3	PIH1 domain-containing protein 2
OG0008032	Q91736	Ephrin type-B receptor 1-B 
OG0008031	Q63772	Growth arrest-specific protein 6 
OG0008030	Q6DD51	Caskin-2
OG0008027	P18433	Receptor-type tyrosine-protein phosphatase alpha 
OG0008026	Q9UGM3	Deleted in malignant brain tumors 1 protein 
OG0008025	C0HK22	"Halilectin 3, alpha chain "
OG0008023	Q99PP7	E3 ubiquitin-protein ligase TRIM33 
OG0008020	A5WFR0	ATP-dependent DNA helicase pif1 
OG0008016	Q1LVV0	Protein FAM83H
OG0008018	A0A0R4I9Y1	E3 ubiquitin-protein ligase rnf213-beta 
OG0008017	Q9H361	Polyadenylate-binding protein 3 
OG0008013	Q6DWK3	Chitin deacetylase 
OG0008015	P07898	Aggrecan core protein 
OG0008008	P0CT38	Transposon Tf2-5 polyprotein 
OG0007996	P10079	Fibropellin-1 
OG0007995	G5E8K6	Monocarboxylate transporter 6 
OG0007994	Q61330	Contactin-2 
OG0007993	P17038	Zinc finger protein 43 
OG0007991	A0A087WPF7	Autism susceptibility gene 2 protein homolog
OG0007982	Q3YAW7	Solute carrier family 22 member 7 
OG0007979	P02993	Elongation factor 1-alpha 
OG0007978	Q3E811	Regulator of rDNA transcription protein 15
OG0007977	P18258	Tubulin alpha-1 chain 
OG0007975	B8V7R6	Collagen alpha chain
OG0007973	Q6JAN0	Adhesion G-protein coupled receptor V1 
OG0007972	P35556	Fibrillin-2 [Cleaved into: Placensin]
OG0007970	P32018	Collagen alpha-1
OG0007969	B8WI85	Uncharacterized skeletal organic matrix protein 7 
OG0007967	Q8QGQ7	Basic helix-loop-helix ARNT-like protein 2 
OG0007966	Q5E9F5	Transgelin-2
OG0007964	O73792	Tyrosine-protein kinase receptor Tie-1 
OG0007962	B3EWZ6	MAM and LDL-receptor class A domain-containing protein 2 
OG0007961	Q55EQ3	Uncharacterized abhydrolase domain-containing protein DDB_G0269086 
OG0007959	Q8IDX6	Reticulocyte-binding protein homolog 2a 
OG0007960	Q9LQV2	RNA-dependent RNA polymerase 1 
OG0007957	P98063	Bone morphogenetic protein 1 
OG0007954	Q96RW7	Hemicentin-1 
OG0007956	F1R332	Galanin receptor 2a
OG0007953	O18738	Dystroglycan 1 
OG0007952	Q8NCJ5	SPRY domain-containing protein 3
OG0007951	Q6GUQ4	Cytochrome P450 2E1 
OG0007949	Q6P2T7	UPF0462 protein C4orf33 homolog
OG0007948	Q95334	Glutamyl aminopeptidase 
OG0007947	Q8N8V2	Guanylate-binding protein 7 
OG0007946	Q8IVU1	Immunoglobulin superfamily DCC subclass member 3 
OG0007945	Q7SC45	Protein btn-1
OG0007942	A0A0R4I9Y1	E3 ubiquitin-protein ligase rnf213-beta 
OG0007943	Q9TRC7	Amiloride-sensitive amine oxidase [copper-containing] 
OG0007941	Q9UHY1	Nuclear receptor-binding protein
OG0007939	Q15149	Plectin 
OG0007938	Q8BG58	Transmembrane prolyl 4-hydroxylase 
OG0007936	Q8N7N6	E3 ubiquitin ligase TRAF3IP2 
OG0007935	Q2WG79	Protein ripply2
OG0007934	O22040	Mitogen-activated protein kinase kinase kinase ANP1 
OG0007933	W7N6M8	Methyltransferase FUS9 
OG0007932	A0A1C3NSL9	Apical junction molecule
OG0007931	O14798	Tumor necrosis factor receptor superfamily member 10C 
OG0007930	Q6P1E1	Zinc finger MIZ domain-containing protein 1 
OG0007929	Q27535	Probable arginine kinase ZC434.8 
OG0007927	P41970	ETS domain-containing protein Elk-3 
OG0007928	A1A5X5	Adipolin 
OG0007926	Q9KJ20	Glycine/sarcosine/dimethylglycine N-methyltransferase 
OG0007923	Q95SX7	Probable RNA-directed DNA polymerase from transposon BS 
OG0007922	Q805E5	Carbohydrate sulfotransferase 14 
OG0007921	Q7L1S5	Carbohydrate sulfotransferase 9 
OG0007920	Q9R062	Glycogenin-1 
OG0007918	Q92859	Neogenin 
OG0007919	A7KAU3	Multidrug and toxin extrusion protein 2 
OG0007915	O35210	Type-1 angiotensin II receptor 
OG0007914	Q61035	"Histidine--tRNA ligase, cytoplasmic "
OG0007912	P22270	Tyramine/octopamine receptor 
OG0007913	Q7ZWE7	Nucleolar protein 12
OG0007911	P98154	Integral membrane protein DGCR2/IDD 
OG0007910	Q5NVI6	Pituitary tumor-transforming gene 1 protein-interacting protein 
OG0007909	Q6YHK3	CD109 antigen 
OG0007908	Q8VI56	Low-density lipoprotein receptor-related protein 4 
OG0007905	Q5RFL4	Zinc finger FYVE domain-containing protein 1
OG0007906	P69525	Transmembrane protease serine 9 
OG0007904	P24367	Peptidyl-prolyl cis-trans isomerase B 
OG0007902	Q8NHY0	"Beta-1,4 N-acetylgalactosaminyltransferase 2 "
OG0007901	Q5R6I4	Death domain-containing protein CRADD 
OG0007900	P68362	Tubulin alpha-1A chain 
OG0007897	Q4VC17	A disintegrin and metalloproteinase with thrombospondin motifs 18 
OG0007898	Q0ZLH3	Pejvakin 
OG0007895	Q9SB51	Ubiquitin carboxyl-terminal hydrolase 16 
OG0007894	P78559	Microtubule-associated protein 1A 
OG0007893	A6UTF6	TATA-box-binding protein 
OG0007891	Q99N08	Membrane-spanning 4-domains subfamily A member 6C
OG0007888	G5E8K6	Monocarboxylate transporter 6 
OG0007885	Q06730	Zinc finger protein 33A 
OG0007887	P35123	Ubiquitin carboxyl-terminal hydrolase 4 
OG0007886	Q9JI48	Placenta-specific gene 8 protein 
OG0007884	B8JK76	Serologically defined colon cancer antigen 8 homolog
OG0007883	P61208	ADP-ribosylation factor-like protein 4C 
OG0007882	Q9VC61	Protein CREBRF homolog 
OG0007879	Q5U2Y9	Lebercilin 
OG0007880	Q8NHV5	Modulator of smoothened protein 
OG0007878	Q9VV36	Retinin
OG0007876	Q3USZ8	Divergent protein kinase domain 2A 
OG0007875	P0DPW5	U-scoloptoxin
OG0007874	O13302	"Isocitrate dehydrogenase [NAD] subunit 1, mitochondrial "
OG0007873	Q6DDT6	THAP domain-containing protein 1 B
OG0007871	P04048	Tyrosine-protein kinase transforming protein kit 
OG0007872	Q8IVB5	LIX1-like protein
OG0007870	L7YAI7	"Beta-1,4-glucuronyltransferase 1 "
OG0007869	O73682	Vascular endothelial growth factor A-A 
OG0007868	Q9VX10	Sulfiredoxin 
OG0007867	Q6TQE1	Zinc finger CCCH domain-containing protein 18 
OG0007866	Q9I8I2	Bcl-2-related ovarian killer protein
OG0007865	Q9VM09	Putative gustatory receptor 28a
OG0007864	Q9Y603	Transcription factor ETV7 
OG0007862	Q90ZE2	Zinc finger protein 703 
OG0007861	Q00422	GA-binding protein alpha chain 
OG0007860	P56974	"Pro-neuregulin-2, membrane-bound isoform "
OG0007859	Q4R707	Protein spire homolog 1
OG0007858	Q5ZEQ8	Four-jointed box protein 1 
OG0007857	Q4R5J7	DNA-binding protein inhibitor ID-2 
OG0007853	Q9QY48	Deoxyribonuclease-2-beta 
OG0007856	Q6P5D8	Structural maintenance of chromosomes flexible hinge domain-containing protein 1 
OG0007852	Q54IJ9	Probable basic-leucine zipper transcription factor Q
OG0007849	Q54LE8	Putative uncharacterized protein DDB_G0286675
OG0007847	Q53B87	Nucleotide-binding oligomerization domain-containing protein 2 
OG0007846	A3KP77	Oxidoreductase NAD-binding domain-containing protein 1 
OG0007845	Q8NDD1	Uncharacterized protein C1orf131
OG0007843	A4IFK2	Solute carrier family 35 member E3
OG0007844	P87126	Pre-mRNA-splicing factor cwf2 
OG0007842	Q03795	Uncharacterized membrane protein YMR155W
OG0007839	P34655	UPF0057 membrane protein ZK632.10
OG0007836	Q54HG5	"Succinate dehydrogenase assembly factor 1A, mitochondrial "
OG0007834	Q9VLV5	Probable small nuclear ribonucleoprotein E 
OG0007833	Q3URS9	Mitochondrial potassium channel 
OG0007832	O76095	Protein JTB 
OG0007831	Q9DC23	DnaJ homolog subfamily C member 10 
OG0007830	Q9CQT2	RNA-binding protein 7 
OG0007829	Q99L04	Dehydrogenase/reductase SDR family member 1 
OG0007828	O00482	Nuclear receptor subfamily 5 group A member 2 
OG0007827	Q96MT1	RING finger protein 145 
OG0007825	Q5PPK1	Membrane protein BRI3 
OG0007823	Q95QA6	Protein pat-12 
OG0007824	Q9HBL0	Tensin-1 
OG0007821	Q8N4C6	Ninein 
OG0007822	Q32NX4	Sodium/potassium-transporting ATPase subunit beta-1-interacting protein 4 
OG0007820	Q9R1S4	X-box-binding protein 1 
OG0007819	B7ZRU9	MDS1 and EVI1 complex locus protein EVI1-A 
OG0007818	Q13489	Baculoviral IAP repeat-containing protein 3 
OG0007814	Q8WZ42	Titin 
OG0007817	Q8NHQ8	Ras association domain-containing protein 8 
OG0007815	O75197	Low-density lipoprotein receptor-related protein 5 
OG0007816	Q8R4I7	Neuropilin and tolloid-like protein 1 
OG0007812	D3ZTD8	Semaphorin-5A 
OG0007811	P39806	Homeotic protein spalt-major
OG0007810	Q7SZQ0	Lysophospholipid acyltransferase 7 
OG0007809	Q8T9B6	LDLR chaperone boca
OG0007807	Q80VQ1	Leucine-rich repeat-containing protein 1
OG0007805	P07861	Neprilysin 
OG0007806	Q5PR73	GTP-binding protein Di-Ras2 
OG0007804	O76358	Invertebrate-type lysozyme 2 
OG0007800	G5EC37	Protein sepa-1 
OG0007801	Q05095	Homeobox protein CDX-1 
OG0007799	Q8SWR3	Sex peptide receptor
OG0007797	Q15714	TSC22 domain family protein 1 
OG0007794	Q6DDG2	Uncharacterized protein KIAA2013 homolog
OG0007791	P34294	F-box A protein 155
OG0007789	B0V1P1	Melanocortin receptor 4 
OG0007788	P14943	Cocaine esterase 
OG0007787	Q5R7G9	NUAK family SNF1-like kinase 2 
OG0007786	Q6G6A7	O-acetyltransferase OatA 
OG0007785	Q11101	BPTI/Kunitz inhibitor domain-containing protein C02F12.5
OG0007784	Q28GQ2	"Enoyl-[acyl-carrier-protein] reductase, mitochondrial "
OG0007782	O15304	Apoptosis regulatory protein Siva 
OG0007783	Q57990	Uncharacterized protein MJ0570
OG0007781	O74545	Putative hydrolase C777.06c
OG0007780	Q6NME7	CST complex subunit TEN1 
OG0007779	Q9UT28	Protein N-terminal and lysine N-methyltransferase efm7 
OG0007778	P54729	NEDD8 ultimate buster 1 
OG0007777	O13987	Ankyrin and IPT/TIG repeat-containing protein C26H5.05
OG0007775	O96018	Amyloid-beta A4 precursor protein-binding family A member 3 
OG0007774	Q3MHJ0	Uncharacterized protein KIAA1143 homolog
OG0007773	P13271	Cytochrome b-c1 complex subunit 8 
OG0007772	Q93JL5	Phosphoenolpyruvate carboxykinase [GTP] 
OG0007770	Q8BRH3	Rho GTPase-activating protein 19 
