Orthogroup	SC_TRX
OG0006231	NP_013999.1
OG0006239	NP_012158.1
OG0006420	NP_012325.1
OG0006435	NP_602317.3
OG0006464	NP_010079.1
OG0006509	NP_012531.1
OG0006523	NP_010357.3
OG0006523	NP_012922.1
OG0006525	NP_009654.3
OG0006534	NP_012280.1
OG0006537	NP_014107.1
OG0006768	NP_010696.3
OG0006783	NP_010903.3
OG0006797	NP_011482.3
OG0006844	NP_010753.1
OG0006929	NP_013728.1
OG0006942	NP_009699.2
OG0006981	NP_009367.1
OG0007129	NP_012272.3
OG0007155	NP_013497.1
OG0007262	NP_013748.1
OG0007262	NP_878063.3
OG0007265	NP_011073.1
OG0007286	NP_010572.3
OG0007293	NP_012423.1
OG0007293	NP_012962.3
OG0007599	NP_010168.4
OG0008262	NP_012265.3
OG0008347	NP_878113.4
OG0008394	NP_012293.3
OG0008775	NP_014182.1
OG0008792	NP_011050.3
OG0008803	NP_010962.1
OG0008827	NP_014809.3
OG0009401	NP_012429.1
OG0013556	NP_011984.1
