Orthogroup	SP_TRX
OG0005868	NP_595298.1
OG0005878	NP_593222.2
OG0005902	NP_593058.1
OG0005910	NP_588015.1
OG0005919	NP_594481.1
OG0005922	NP_595858.1
OG0005940	NP_592888.1
OG0005947	NP_594060.2
OG0005981	NP_594495.1
OG0005982	NP_594813.1
OG0005983	NP_001342907.1
OG0006100	NP_593583.1
OG0006110	NP_595603.1
OG0006137	NP_592991.1
OG0006144	NP_595363.1
OG0006159	NP_001342795.1
OG0006160	NP_588459.1
OG0006171	NP_588254.1
OG0006193	NP_596139.1
OG0006194	NP_595970.1
OG0006224	NP_596857.1
OG0006231	NP_594423.1
OG0006239	NP_593595.1
OG0006464	NP_592915.1
OG0006506	NP_595948.1
OG0006509	NP_594096.1
OG0006523	NP_592999.1
OG0006534	NP_596472.1
OG0006537	NP_596400.1
OG0006635	NP_588354.1
OG0006768	NP_001342888.1
OG0006783	NP_595238.1
OG0006797	NP_001018191.1
OG0006833	NP_588208.1
OG0006841	NP_594367.1
OG0006844	NP_594160.2
OG0006861	NP_001343021.1
OG0006929	NP_593788.2
OG0006942	NP_592906.1
OG0006981	NP_595454.1
OG0006984	NP_594761.1
OG0007155	NP_593071.1
OG0007265	NP_596373.1
OG0007293	NP_001342939.1
OG0007293	NP_594956.1
OG0007383	NP_587854.2
OG0007398	NP_593139.1
OG0007575	NP_592806.1
OG0007575	NP_593990.2
OG0007575	NP_596844.1
OG0008262	NP_593682.1
OG0008347	NP_594349.1
OG0008374	NP_587896.1
OG0008522	NP_595115.1
OG0008803	NP_595410.1
OG0008827	NP_001342947.1
OG0008995	NP_588029.1
OG0008998	NP_594869.1
